datetime,fore_gnss,real_gnss,tec_value,xrsb,kp10,dst
2025-01-01 0:00,10.0072058,9.453746825,1.118760714,5.79E-06,33,-22
2025-01-01 1:00,9.892324789,9.865501753,2.472071337,3.61E-06,28,-24
2025-01-01 2:00,13.98244391,13.06913338,6.370532129,4.86E-06,24,-21
2025-01-01 3:00,12.18606637,13.01947417,13.4599877,7.91E-06,20,-25
2025-01-01 4:00,15.05049838,13.80493344,20.91943328,5.21E-06,23,-26
2025-01-01 5:00,11.69462481,12.59327226,33.49204352,4.77E-06,26,-27
2025-01-01 6:00,13.63515888,15.59264554,33.51074167,6.40E-06,30,-25
2025-01-01 7:00,11.52198727,12.24303782,44.20810744,5.89E-06,33,-25
2025-01-01 8:00,12.91890054,12.85236989,43.67965229,4.49E-06,36,-26
2025-01-01 9:00,13.44789059,12.32149522,44.64981117,5.11E-06,40,-24
2025-01-01 10:00,14.00935399,15.3199676,47.17396225,5.80E-06,44,-28
2025-01-01 11:00,12.11286316,13.84371894,46.71432964,6.84E-06,48,-27
2025-01-01 12:00,14.58654544,14.99007756,36.63222673,5.79E-06,53,-27
2025-01-01 13:00,13.73300246,13.21755374,31.12951374,6.70E-06,52,-20
2025-01-01 14:00,13.66731903,13.90662613,25.42981613,4.95E-06,51,-32
2025-01-01 15:00,11.71256782,11.4384363,17.48475523,3.43E-06,50,-39
2025-01-01 16:00,12.82347344,13.46845931,17.76347165,3.22E-06,53,-28
2025-01-01 17:00,12.50755343,12.1481709,13.47145531,4.03E-06,56,-22
2025-01-01 18:00,12.11755162,12.53604187,21.59814623,4.08E-06,60,-50
2025-01-01 19:00,15.01534963,15.72748513,10.8630676,4.90E-06,62,-76
2025-01-01 20:00,14.07242014,12.66383788,10.7192645,4.16E-06,64,-77
2025-01-01 21:00,11.84527768,12.82366001,13.17232345,4.26E-06,67,-117
2025-01-01 22:00,12.05999146,11.0679084,10.52009635,4.43E-06,71,-156
2025-01-01 23:00,9.467892247,8.337123797,8.020261915,4.54E-06,75,-197
2025-01-02 0:00,10.33035829,13.00063168,5.38113756,5.79E-06,80,-210
2025-01-02 1:00,9.272128409,9.029359028,5.174194747,3.61E-06,74,-199
2025-01-02 2:00,13.37039992,12.68225175,5.833603939,4.86E-06,68,-188
2025-01-02 3:00,14.01603635,15.57286047,10.0159036,7.91E-06,63,-154
2025-01-02 4:00,15.79339595,15.13250189,21.9012758,5.21E-06,55,-133
2025-01-02 5:00,11.36967378,13.12460793,29.72623043,4.77E-06,47,-130
2025-01-02 6:00,14.73282805,12.89836555,36.95036282,6.40E-06,40,-145
2025-01-02 7:00,12.29905371,12.00490039,42.89838593,5.89E-06,37,-140
2025-01-02 8:00,14.88848987,15.19679333,39.60857857,4.49E-06,35,-135
2025-01-02 9:00,15.59618154,15.13747091,44.22783161,3.20E-06,33,-126
2025-01-02 10:00,15.53002905,16.25573755,39.33275609,3.42E-06,28,-112
2025-01-02 11:00,13.13625354,13.64852698,37.10063453,3.68E-06,24,-114
2025-01-02 12:00,16.52768527,16.20444297,37.73531075,3.51E-06,20,-108
2025-01-02 13:00,13.98664488,13.49388446,32.1601472,3.28E-06,24,-102
2025-01-02 14:00,14.20947582,14.92448888,24.35084157,3.74E-06,28,-97
2025-01-02 15:00,13.58203014,13.93594324,20.0899525,5.37E-06,33,-96
2025-01-02 16:00,13.2756296,12.7258914,14.92436396,4.57E-06,37,-91
2025-01-02 17:00,12.38672876,14.05139301,14.78767769,3.90E-06,42,-83
2025-01-02 18:00,11.37632057,11.64048046,12.62400968,3.54E-06,47,-93
2025-01-02 19:00,13.29941819,12.70427643,7.17687573,4.14E-06,45,-89
2025-01-02 20:00,11.5080959,10.87719046,10.68313002,3.25E-06,44,-90
2025-01-02 21:00,11.5629786,10.83403268,10.17603279,4.21E-06,43,-92
2025-01-02 22:00,12.59413282,13.16149509,8.111066722,3.43E-06,41,-95
2025-01-02 23:00,11.15284931,11.47234891,9.017653863,3.35E-06,39,-91
2025-01-03 0:00,10.99275616,11.08046011,9.833263786,3.57E-06,37,-82
2025-01-03 1:00,10.76189303,11.8082058,6.83993753,2.95E-06,35,-85
2025-01-03 2:00,13.93763729,13.28235439,10.04262489,6.01E-06,34,-91
2025-01-03 3:00,14.52573175,14.94273137,12.4779658,4.75E-06,33,-88
2025-01-03 4:00,16.19121756,14.95968688,14.50399226,3.37E-06,32,-76
2025-01-03 5:00,13.74665229,14.07503099,20.79023152,2.91E-06,31,-66
2025-01-03 6:00,14.72784148,15.24340954,28.27182123,2.56E-06,30,-60
2025-01-03 7:00,14.22796623,13.48985511,32.00783275,2.39E-06,30,-49
2025-01-03 8:00,16.17249437,15.6390355,40.15227152,2.50E-06,31,-42
2025-01-03 9:00,15.96042787,14.66757916,42.04364544,2.45E-06,31,-35
2025-01-03 10:00,16.95470748,17.45809937,39.02880777,2.76E-06,32,-34
2025-01-03 11:00,13.41873621,13.01773656,30.84219213,2.33E-06,32,-33
2025-01-03 12:00,15.93055038,16.09697763,26.69215531,2.14E-06,33,-27
2025-01-03 13:00,13.69440633,13.32792295,24.68892029,1.97E-06,30,-22
2025-01-03 14:00,15.5583721,15.74190069,23.55514778,2.08E-06,28,-21
2025-01-03 15:00,14.28084356,14.59115949,14.0778855,2.40E-06,26,-50
2025-01-03 16:00,15.0086814,16.01362908,16.03256222,2.61E-06,24,-44
2025-01-03 17:00,13.57022026,14.31022627,13.72073668,4.01E-06,22,-35
2025-01-03 18:00,13.88039841,12.28638055,9.051894401,2.73E-06,20,-37
2025-01-03 19:00,15.18798703,14.87213888,6.587397184,3.11E-06,15,-39
2025-01-03 20:00,12.64722914,13.2125984,5.391582197,2.97E-05,11,-40
2025-01-03 21:00,12.62372177,11.4613574,6.573701779,8.26E-06,7,-38
2025-01-03 22:00,12.09150062,13.4985238,5.96876471,3.95E-06,9,-39
2025-01-03 23:00,11.40035689,11.59321558,6.324958769,2.79E-06,11,-35
2025-01-04 0:00,11.82064556,11.0204238,5.679098036,3.50E-06,13,-28
2025-01-04 1:00,10.191801,10.12420795,4.604159748,3.33E-06,12,-26
2025-01-04 2:00,13.89978404,13.56785124,13.09425645,3.10E-06,11,-28
2025-01-04 3:00,12.98593427,13.82176221,14.03207199,2.53E-06,10,-30
2025-01-04 4:00,14.6398402,14.86689561,18.56610637,1.97E-06,12,-29
2025-01-04 5:00,13.24971098,13.34758635,26.04940265,5.14E-06,14,-27
2025-01-04 6:00,12.95959913,13.0732142,33.87178113,4.62E-06,17,-24
2025-01-04 7:00,12.17423624,12.28174671,40.59988875,3.32E-05,18,-23
2025-01-04 8:00,15.08014911,14.73619764,43.26327519,2.05E-05,19,-19
2025-01-04 9:00,14.93225547,14.68988521,42.5454647,1.59E-05,20,-16
2025-01-04 10:00,15.40161007,17.4275099,44.08204716,3.61E-06,29,-6
2025-01-04 11:00,12.41529718,12.60441985,37.33862512,2.82E-06,38,0
2025-01-04 12:00,16.26571674,15.95517441,29.72109611,3.22E-06,47,-9
2025-01-04 13:00,13.46674166,14.60947507,27.03626127,2.96E-06,48,-21
2025-01-04 14:00,13.14035102,13.05997773,23.91108259,2.50E-05,49,-40
2025-01-04 15:00,12.96071782,13.04454163,14.45513627,7.75E-06,50,-44
2025-01-04 16:00,13.70116651,12.8376421,11.83477075,3.51E-06,47,-60
2025-01-04 17:00,12.52612555,14.59958931,10.67999901,4.70E-06,45,-61
2025-01-04 18:00,13.67613517,12.88545784,8.467335839,4.29E-06,43,-82
2025-01-04 19:00,13.30579777,13.24354965,4.937327119,2.77E-06,39,-90
2025-01-04 20:00,12.37776779,10.83099768,6.427316173,3.63E-06,36,-76
2025-01-04 21:00,12.99623098,15.33881311,5.493978393,3.59E-05,33,-70
2025-01-04 22:00,13.00104742,13.6880071,6.189488623,1.14E-05,36,-63
2025-01-04 23:00,11.29380302,10.54446907,6.156378327,5.13E-06,39,-56
2025-01-05 0:00,12.30360956,12.31104552,5.290972529,8.19E-06,43,-48
2025-01-05 1:00,11.71161016,11.67066358,6.203638572,4.82E-06,46,-51
2025-01-05 2:00,14.28196909,12.55236703,9.305569769,3.55E-06,49,-54
2025-01-05 3:00,14.78709372,16.1590588,16.33599494,4.28E-06,53,-61
2025-01-05 4:00,13.78678611,13.06395169,18.99383913,7.10E-06,45,-74
2025-01-05 5:00,12.00726164,10.85341447,31.21171211,5.20E-06,37,-72
2025-01-05 6:00,12.6061502,12.97236946,33.86359616,4.33E-06,30,-79
2025-01-05 7:00,12.68133437,14.99902009,40.01091054,2.75E-06,31,-81
2025-01-05 8:00,16.41121615,14.12950269,47.35219589,9.47E-06,32,-79
2025-01-05 9:00,15.84138013,15.93359194,46.22453023,8.23E-06,33,-78
2025-01-05 10:00,16.92595617,18.49633483,39.37080001,3.98E-06,29,-71
2025-01-05 11:00,14.51951029,14.82828135,39.32847008,1.76E-05,26,-63
2025-01-05 12:00,16.14358787,15.18809527,35.65340509,8.44E-06,23,-58
2025-01-05 13:00,12.21112839,13.16474257,29.54762937,4.21E-06,24,-56
2025-01-05 14:00,13.79895324,13.22478864,25.14811504,3.19E-06,26,-57
2025-01-05 15:00,11.44616655,11.83852179,19.44368883,2.40E-06,28,-58
2025-01-05 16:00,12.46117212,12.87105423,9.986814321,1.26E-05,29,-64
2025-01-05 17:00,12.59073312,12.92518478,4.987263509,4.91E-06,31,-54
2025-01-05 18:00,12.80186744,12.22184295,5.450554003,1.73E-05,33,-51
2025-01-05 19:00,13.5884964,14.65760449,4.430395631,7.37E-06,32,-50
2025-01-05 20:00,11.22773204,10.13893042,4.737937533,1.84E-06,31,-59
2025-01-05 21:00,13.47773706,13.57675492,6.042318359,1.81E-06,30,-58
2025-01-05 22:00,12.26182225,11.16607829,4.186626339,2.15E-06,34,-59
2025-01-05 23:00,11.72657406,13.1557456,3.306552873,2.47E-06,38,-48
2025-01-06 0:00,11.45868405,9.724774557,3.031589307,8.19E-06,43,-43
2025-01-06 1:00,12.10387854,11.21404027,4.707000636,3.55E-06,42,-46
2025-01-06 2:00,14.29404266,12.73495008,11.11438403,2.44E-06,41,-49
2025-01-06 3:00,16.15070015,17.68909632,19.82918814,4.40E-06,40,-47
2025-01-06 4:00,14.05288212,13.36313834,28.12392458,2.81E-06,35,-52
2025-01-06 5:00,13.04577612,13.14301912,31.4879057,2.76E-06,31,-44
2025-01-06 6:00,12.42862111,12.24394279,36.88068156,2.51E-06,27,-46
2025-01-06 7:00,12.62220016,13.91320955,38.86685395,1.85E-06,28,-44
2025-01-06 8:00,15.54490031,15.64456515,49.61710945,1.81E-06,29,-41
2025-01-06 9:00,15.00187677,14.77352756,46.44891235,1.57E-06,30,-38
2025-01-06 10:00,14.51430461,14.25189131,46.70054658,5.94E-06,32,-38
2025-01-06 11:00,12.52432835,13.14782285,41.38668291,7.23E-06,34,-39
2025-01-06 12:00,15.91843023,16.31162027,39.41467167,3.57E-06,37,-34
2025-01-06 13:00,13.12602927,14.10241999,33.54230591,2.22E-06,33,-33
2025-01-06 14:00,14.64589809,14.25129076,38.18601698,1.80E-06,30,-38
2025-01-06 15:00,13.66794983,14.75204727,21.97969686,3.33E-06,27,-41
2025-01-06 16:00,13.25031563,13.61003165,10.62646098,2.77E-06,28,-39
2025-01-06 17:00,12.77234004,13.19185295,18.00750786,1.77E-06,29,-35
2025-01-06 18:00,13.18476219,13.35330351,13.50250713,2.74E-06,30,-29
2025-01-06 19:00,15.00701562,14.65121182,5.189789404,2.96E-06,29,-31
2025-01-06 20:00,12.52339508,14.29542242,5.909420552,2.57E-06,28,-34
2025-01-06 21:00,13.24340845,12.08321355,6.509096585,2.19E-06,27,-35
2025-01-06 22:00,11.49559808,11.36533412,5.709094015,1.80E-06,28,-41
2025-01-06 23:00,11.92567471,11.75993031,5.711335616,1.72E-06,29,-35
2025-01-07 0:00,11.05004275,11.76070181,3.991282521,1.63E-06,30,-30
2025-01-07 1:00,13.14756427,11.90189357,4.713712555,1.37E-05,27,-27
2025-01-07 2:00,15.47397875,13.63063219,6.054295416,6.44E-06,25,-31
2025-01-07 3:00,15.30193216,16.46110977,11.26655992,3.35E-06,23,-35
2025-01-07 4:00,13.69096537,12.96564971,12.32001976,3.09E-06,23,-30
2025-01-07 5:00,12.77841918,13.17861317,25.01661449,2.83E-06,23,-28
2025-01-07 6:00,12.85617076,14.08010204,19.4377762,2.57E-06,24,-27
2025-01-07 7:00,13.36339143,13.78537761,27.13098326,2.31E-06,24,-28
2025-01-07 8:00,14.87461368,14.72823949,28.6412604,1.95E-06,25,-30
2025-01-07 9:00,13.95752271,13.48399191,26.32512176,2.01E-06,25,-29
2025-01-07 10:00,14.9453811,15.45642896,35.33717892,1.74E-06,26,-28
2025-01-07 11:00,13.81629393,13.61160295,30.81608977,1.26E-06,26,-26
2025-01-07 12:00,17.80334178,18.32260985,29.78368234,1.39E-06,27,-27
2025-01-07 13:00,13.13411531,11.57250038,27.05077018,1.06E-06,25,-28
2025-01-07 14:00,14.88711733,16.20978689,21.12821127,1.07E-06,24,-21
2025-01-07 15:00,13.82197996,14.87342131,13.2485307,1.54E-06,23,-28
2025-01-07 16:00,13.19216726,11.89972744,6.920216383,1.27E-06,24,-31
2025-01-07 17:00,12.62135606,12.5427029,4.245050833,1.37E-06,25,-29
2025-01-07 18:00,12.30233497,13.23976668,6.724714138,2.02E-06,27,-30
2025-01-07 19:00,14.10695233,13.04275868,5.23318066,1.57E-06,25,-26
2025-01-07 20:00,11.37198355,11.74018101,4.661463276,1.47E-06,24,-25
2025-01-07 21:00,13.47084645,12.33690699,4.873533476,1.37E-06,23,-27
2025-01-07 22:00,11.08108727,12.34535501,5.935982567,1.49E-06,26,-30
2025-01-07 23:00,10.70563851,11.74385266,5.69408034,1.61E-06,29,-25
2025-01-08 0:00,10.37482754,9.790861174,5.64043885,1.73E-06,33,-22
2025-01-08 1:00,12.4371439,11.76366678,5.605450025,1.85E-06,28,-24
2025-01-08 2:00,13.90945276,14.61367594,10.94196429,1.97E-06,24,-21
2025-01-08 3:00,16.4765601,17.71825541,14.36309006,2.09E-06,20,-25
2025-01-08 4:00,12.42606254,12.68556769,18.31199108,2.21E-06,22,-26
2025-01-08 5:00,13.06492602,12.57045832,24.95442805,2.33E-06,25,-27
2025-01-08 6:00,12.59002844,11.83800895,34.49124766,2.45E-06,28,-25
2025-01-08 7:00,13.08410428,13.20686398,38.44047381,5.29E-06,31,-25
2025-01-08 8:00,14.24827986,13.96495592,39.28060476,8.37E-06,34,-26
2025-01-08 9:00,14.82925236,14.35903965,41.50048619,3.25E-06,37,-34
2025-01-08 10:00,15.29591532,14.8751408,46.97057926,2.37E-06,32,-33
2025-01-08 11:00,13.95892191,14.01367965,43.3912964,1.91E-06,27,-30
2025-01-08 12:00,16.50917906,15.88699863,35.02310932,1.52E-06,23,-25
2025-01-08 13:00,13.46733647,14.43734958,30.79706055,2.00E-06,21,-23
2025-01-08 14:00,14.34456991,15.25933785,26.2220805,1.25E-06,19,-24
2025-01-08 15:00,14.62377554,13.05606589,16.91886033,2.92E-06,17,-21
2025-01-08 16:00,13.08668646,12.98489565,15.9962578,1.53E-06,11,-19
2025-01-08 17:00,11.6661313,10.65307411,11.19712726,1.44E-06,5,-13
2025-01-08 18:00,12.99311477,13.30995663,13.01453815,1.97E-06,0,-12
2025-01-08 19:00,13.77906814,13.21349123,10.27860972,1.98E-06,3,-14
2025-01-08 20:00,11.04353492,10.50435273,9.595052615,1.96E-06,6,-15
2025-01-08 21:00,12.44983077,13.27297866,8.052662819,1.94E-06,10,-17
2025-01-08 22:00,10.87707448,10.16644567,10.35738768,1.93E-06,14,-19
2025-01-08 23:00,11.43870845,12.92386678,6.186191886,1.91E-06,18,-21
2025-01-09 0:00,10.30706043,11.26687548,3.611588853,1.89E-06,23,-19
2025-01-09 1:00,12.57128183,11.85284517,6.028585707,1.81E-06,18,-20
2025-01-09 2:00,11.88695399,13.19068564,11.55636992,1.73E-06,14,-19
2025-01-09 3:00,14.42094401,14.32319361,14.57459681,1.65E-06,10,-17
2025-01-09 4:00,12.2684071,10.8994779,22.18685298,1.57E-06,9,-14
2025-01-09 5:00,13.78319706,14.34391336,24.2712701,1.49E-06,8,-15
2025-01-09 6:00,12.24644093,12.20064045,35.6129469,1.52E-06,7,-18
2025-01-09 7:00,12.63888747,12.53555496,43.12555902,1.33E-06,11,-20
2025-01-09 8:00,14.11659259,13.71285449,38.09387557,1.14E-06,15,-18
2025-01-09 9:00,14.82348696,14.85548031,47.06632054,3.83E-06,20,-17
2025-01-09 10:00,14.94178928,15.75297584,39.92524051,9.23E-07,16,-21
2025-01-09 11:00,14.07277995,13.35733013,39.20691195,9.38E-07,13,-19
2025-01-09 12:00,15.73200508,16.8034681,34.37950213,9.32E-07,10,-17
2025-01-09 13:00,11.41322446,11.03542848,32.17449129,1.28E-06,12,-12
2025-01-09 14:00,13.34536485,14.57110751,29.11163168,1.38E-06,14,-10
2025-01-09 15:00,13.20397553,12.17960656,20.3638593,9.25E-07,17,-17
2025-01-09 16:00,11.25788906,10.45743956,11.63299228,1.14E-06,18,-18
2025-01-09 17:00,10.20379342,10.55073576,12.98921364,1.08E-06,19,-15
2025-01-09 18:00,11.99745089,11.64203288,13.24417091,1.19E-06,20,-16
2025-01-09 19:00,14.04798415,14.8216083,19.4010186,2.62E-06,25,-21
2025-01-09 20:00,10.21753779,10.56965007,10.61474683,3.22E-06,31,-29
2025-01-09 21:00,13.09075228,14.53683846,8.026205207,2.02E-06,37,-24
2025-01-09 22:00,10.95131249,10.73658584,7.823643096,2.10E-06,33,-36
2025-01-09 23:00,12.65340753,12.5361587,5.247446054,2.01E-06,30,-33
2025-01-10 0:00,10.94446885,11.56515556,5.908341423,1.57E-06,27,-31
2025-01-10 1:00,13.90871666,12.49890813,6.162868767,1.38E-06,23,-32
2025-01-10 2:00,14.14266811,14.94078124,7.643363204,1.27E-06,20,-27
2025-01-10 3:00,15.40845386,14.92119913,8.324577087,1.31E-06,17,-19
2025-01-10 4:00,12.19139866,12.2873897,36.49348778,1.35E-06,15,-15
2025-01-10 5:00,13.80592873,16.32774443,21.45778739,1.28E-06,14,-18
2025-01-10 6:00,13.51390941,12.39798731,18.37296976,2.14E-06,13,-14
2025-01-10 7:00,14.86234196,15.83924766,25.09180589,1.40E-06,12,-17
2025-01-10 8:00,15.98832143,14.69963594,29.1653188,1.38E-06,11,-16
2025-01-10 9:00,16.29784714,18.10938709,30.74327097,1.34E-06,10,-15
2025-01-10 10:00,15.83569616,13.71624542,34.02940755,2.25E-06,17,-18
2025-01-10 11:00,15.06978691,14.87665405,33.61615903,1.31E-06,25,-22
2025-01-10 12:00,14.96267801,15.86057439,29.98106636,1.24E-06,33,-26
2025-01-10 13:00,14.7958898,15.04826792,27.77281457,1.09E-06,28,-37
2025-01-10 14:00,15.54583747,15.21672739,23.27632653,1.20E-06,24,-36
2025-01-10 15:00,15.89179231,15.10192113,16.06678806,1.07E-06,20,-30
2025-01-10 16:00,13.3039029,13.10100051,10.4658577,1.55E-06,22,-26
2025-01-10 17:00,11.34279211,10.92333955,12.9526786,9.15E-07,24,-28
2025-01-10 18:00,12.47082017,12.94341973,10.50532155,2.21E-06,27,-31
2025-01-10 19:00,14.09087041,13.98424584,9.487770552,1.32E-06,28,-32
2025-01-10 20:00,10.84189358,11.30015597,8.051709326,1.19E-06,29,-28
2025-01-10 21:00,14.59735213,14.11429228,10.23751277,1.15E-06,30,-34
2025-01-10 22:00,10.92631498,9.717228293,8.292020383,1.08E-06,24,-41
2025-01-10 23:00,11.47189719,11.58604613,9.127224565,1.11E-06,18,-33
2025-01-11 0:00,9.931316801,10.73605808,5.091049451,1.02E-06,13,-28
2025-01-11 1:00,13.50255938,12.53753456,7.247306404,9.95E-07,16,-24
2025-01-11 2:00,12.40299755,12.57021329,12.45637924,9.16E-07,19,-22
2025-01-11 3:00,15.94662873,15.58989515,16.73799444,1.53E-06,23,-20
2025-01-11 4:00,11.83025413,11.61850412,26.05583351,1.14E-06,28,-22
2025-01-11 5:00,13.45409593,13.60902341,30.02300903,1.02E-06,34,-21
2025-01-11 6:00,13.34328178,12.547115,33.48969056,9.22E-07,40,-21
2025-01-11 7:00,14.13081534,14.4513411,38.4557453,2.45E-06,34,-24
2025-01-11 8:00,14.36464777,13.11527647,45.82526951,1.49E-06,28,-28
2025-01-11 9:00,15.48131822,17.02575429,44.4083407,1.13E-06,23,-27
2025-01-11 10:00,15.15025464,14.06757261,47.60416436,1.00E-06,18,-25
2025-01-11 11:00,16.13152662,16.5175096,41.77542304,9.80E-07,14,-23
2025-01-11 12:00,17.52616429,16.70810062,44.78800143,1.24E-06,10,-24
2025-01-11 13:00,14.7673561,15.31891278,35.37219473,1.21E-06,11,-25
2025-01-11 14:00,15.18733835,14.53333235,24.0105176,9.74E-07,12,-24
2025-01-11 15:00,16.63709515,14.93654667,19.25622831,1.01E-06,13,-22
2025-01-11 16:00,14.43475793,14.50147694,16.01351226,9.32E-07,12,-21
2025-01-11 17:00,12.2144556,11.22324995,9.983638511,1.78E-06,11,-18
2025-01-11 18:00,14.22781394,15.5514053,11.56779706,1.73E-06,10,-19
2025-01-11 19:00,14.29462797,13.38977713,11.29592018,1.26E-06,12,-21
2025-01-11 20:00,10.84945996,9.559491334,8.921039708,1.17E-06,14,-19
2025-01-11 21:00,14.29359459,13.39628453,12.21634914,1.04E-06,17,-13
2025-01-11 22:00,11.48505437,12.23582037,10.13049084,9.05E-07,21,-11
2025-01-11 23:00,11.46928831,10.83660698,6.504705336,1.39E-06,25,-10
2025-01-12 0:00,9.08236578,10.29257896,3.465952148,1.34E-06,30,-6
2025-01-12 1:00,12.33045295,11.61263549,5.106926236,1.29E-06,24,-8
2025-01-12 2:00,11.79905499,11.91768867,11.96301817,1.24E-06,18,-13
2025-01-12 3:00,15.17224267,13.71431168,17.60320659,1.19E-06,13,-11
2025-01-12 4:00,10.03251061,10.32897645,24.06257333,1.14E-06,11,-10
2025-01-12 5:00,12.32714595,11.59864303,29.17047412,1.58E-06,9,-13
2025-01-12 6:00,12.2533694,11.84369009,28.71426086,1.34E-06,7,-15
2025-01-12 7:00,12.80755698,13.00405159,34.96651893,1.30E-06,9,-18
2025-01-12 8:00,12.98890563,11.53511544,38.2517744,1.01E-06,11,-16
2025-01-12 9:00,14.48919019,14.77352799,38.19433133,1.21E-06,13,-15
2025-01-12 10:00,14.70615693,13.54183504,37.06801986,1.57E-06,14,-12
2025-01-12 11:00,14.53403523,14.52085785,38.19658113,1.30E-06,15,-11
2025-01-12 12:00,14.93845782,13.53182628,40.78758559,1.19E-06,17,-10
2025-01-12 13:00,12.46862362,12.25131503,30.78185879,1.20E-06,17,-12
2025-01-12 14:00,11.93149788,12.36729203,27.53646763,1.19E-06,18,-14
2025-01-12 15:00,13.22945402,12.94831021,16.6851999,1.10E-06,19,-17
2025-01-12 16:00,12.76020078,12.64341437,14.37044032,1.00E-06,19,-21
2025-01-12 17:00,11.34408746,12.49458579,13.69407124,1.02E-06,20,-22
2025-01-12 18:00,13.32694993,13.27227953,8.456571955,1.09E-06,21,-19
2025-01-12 19:00,12.98607228,9.907057865,8.805480148,1.46E-06,21,-17
2025-01-12 20:00,11.95196743,14.97189182,6.966520285,1.67E-06,22,-13
2025-01-12 21:00,13.54931819,11.9697993,5.26643417,1.61E-06,23,-12
2025-01-12 22:00,9.558183752,10.09197617,7.434947146,1.64E-06,19,-11
2025-01-12 23:00,9.257814602,10.08437334,6.320889166,1.44E-06,16,-13
2025-01-13 0:00,9.747578694,9.767544616,7.012378169,1.25E-06,13,-15
2025-01-13 1:00,11.0640029,12.23298169,6.502364,1.37E-06,13,-13
2025-01-13 2:00,11.83409631,9.271596339,15.47130165,1.48E-06,14,-12
2025-01-13 3:00,15.36864598,16.89511873,22.2329647,1.21E-06,15,-9
2025-01-13 4:00,11.46440268,9.977619571,23.10467747,1.27E-06,15,-7
2025-01-13 5:00,14.24939687,14.40880927,31.13453323,1.20E-06,16,-4
2025-01-13 6:00,13.27048396,13.5087218,35.9739542,1.23E-06,17,1
2025-01-13 7:00,13.4674652,13.26220979,43.42402986,1.84E-06,24,4
2025-01-13 8:00,13.10318931,13.00670576,40.8070473,1.19E-06,32,0
2025-01-13 9:00,14.86670455,18.70521485,35.12964913,1.35E-06,40,-10
2025-01-13 10:00,13.56871127,12.91969725,38.95598246,1.28E-06,34,-23
2025-01-13 11:00,14.05047595,16.379121,41.34361032,4.52E-06,28,-21
2025-01-13 12:00,13.84023681,12.59578926,33.17726459,3.14E-06,23,-15
2025-01-13 13:00,13.46927508,12.76421814,34.54629829,1.77E-06,18,-9
2025-01-13 14:00,13.34257487,12.70275891,26.69713534,1.52E-06,14,-11
2025-01-13 15:00,13.41499736,12.73372979,20.68394736,1.32E-06,10,-14
2025-01-13 16:00,13.04076221,12.59197038,13.15229487,1.29E-06,14,-16
2025-01-13 17:00,10.59564952,11.11661955,11.23805341,1.31E-06,18,-18
2025-01-13 18:00,12.86442506,12.29572951,11.8032842,1.62E-06,23,-20
2025-01-13 19:00,13.51826954,14.95546256,12.13802875,2.01E-06,22,-18
2025-01-13 20:00,10.99470187,11.72008693,8.834336003,1.81E-06,21,-13
2025-01-13 21:00,12.640622,11.66658741,6.953892461,2.90E-06,20,-9
2025-01-13 22:00,10.1097474,9.073655967,6.162791004,2.90E-06,21,-10
2025-01-13 23:00,12.0157619,12.36055467,5.527535539,1.87E-06,22,-12
2025-01-14 0:00,9.242268639,10.87745767,5.975492339,1.53E-06,23,-11
2025-01-14 1:00,13.55564997,13.13858263,5.980739299,1.31E-06,22,-10
2025-01-14 2:00,11.9585565,12.98664322,11.23509774,1.45E-06,22,-17
2025-01-14 3:00,15.42716446,14.01003887,19.36782026,1.43E-06,21,-17
2025-01-14 4:00,10.57844486,10.84642789,21.8853973,1.38E-06,21,-18
2025-01-14 5:00,13.28971728,12.97006499,29.17957832,1.64E-06,20,-19
2025-01-14 6:00,11.86697362,11.82596403,36.51197683,1.50E-06,20,-20
2025-01-14 7:00,14.19196531,12.17976602,44.15197806,1.36E-06,22,-16
2025-01-14 8:00,14.18921626,13.55771054,44.97329534,1.43E-06,24,-13
2025-01-14 9:00,15.96657577,15.91985735,45.67493937,1.45E-06,27,-16
2025-01-14 10:00,13.72850368,13.95884146,44.08417521,1.61E-06,25,-15
2025-01-14 11:00,15.31399414,17.13631587,44.21306228,1.96E-06,24,-10
2025-01-14 12:00,15.06738664,14.36487502,33.82751575,1.74E-06,23,-6
2025-01-14 13:00,15.53542996,16.17475386,26.71906318,1.80E-06,22,-4
2025-01-14 14:00,13.01058354,13.22562987,32.33842841,2.02E-06,22,-7
2025-01-14 15:00,13.88795704,12.40130193,16.03269515,1.71E-06,21,-18
2025-01-14 16:00,13.54063126,14.26296279,13.31420665,1.73E-06,21,-21
2025-01-14 17:00,10.94755492,8.951666007,11.38922995,2.31E-06,20,-18
2025-01-14 18:00,14.76051868,15.18187548,9.532380728,1.94E-06,20,-17
2025-01-14 19:00,15.21218763,14.52558427,8.276604044,1.68E-06,21,-16
2025-01-14 20:00,13.38882996,13.8074424,10.04105113,1.50E-06,22,-11
2025-01-14 21:00,12.99502652,14.65088351,9.336362282,1.79E-06,23,-14
2025-01-14 22:00,9.505663013,9.427036362,7.861634666,2.03E-06,24,-16
2025-01-14 23:00,9.063430978,9.45924337,7.246264433,1.92E-06,25,-21
2025-01-15 0:00,9.386537278,9.38575451,5.663486882,3.52E-06,27,-12
2025-01-15 1:00,11.59068751,12.76754776,6.890234246,2.11E-06,28,-8
2025-01-15 2:00,12.21045021,11.00350658,13.12612036,2.12E-06,29,-12
2025-01-15 3:00,15.21362726,14.21479528,16.58479752,2.02E-06,30,-14
